content_type,deg_type,deg_label,method,edge_recovery,original_edges,method_edges
mixed,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.1248688352570829,1906,1824
mixed,combined,combined_dark_blur,Canny Only,0.0,1906,0
mixed,combined,combined_dark_blur,CLAHE + Canny,0.02570828961175236,1906,99
mixed,combined,combined_dark_blur,HistEq + Canny,0.11017838405036726,1906,26306
mixed,combined,combined_dark_blur,Adaptive Thresh,0.8462749213011542,1906,238192
mixed,combined,combined_dark_blur,Ours (ADRR + Canny),0.13693599160545644,1906,1170
mixed,combined,combined_moderate,Canny Only,0.0,1906,0
mixed,combined,combined_moderate,CLAHE + Canny,0.14690451206715635,1906,469
mixed,combined,combined_moderate,HistEq + Canny,0.080797481636936,1906,15955
mixed,combined,combined_moderate,Adaptive Thresh,0.6521511017838405,1906,236738
mixed,combined,combined_moderate,Ours (ADRR + Canny),0.0,1906,0
mixed,dark,dark_severe,Canny Only,0.0,5887,0
mixed,dark,dark_severe,CLAHE + Canny,0.0,5887,0
mixed,dark,dark_severe,HistEq + Canny,0.7623577373874639,5887,48919
mixed,dark,dark_severe,Adaptive Thresh,0.5085782232036691,5887,227552
mixed,dark,dark_severe,Ours (ADRR + Canny),0.19806352981144895,5887,10967
mixed,dark,dark_heavy,Canny Only,0.0,5887,0
mixed,dark,dark_heavy,CLAHE + Canny,0.4022422286393749,5887,2680
mixed,dark,dark_heavy,HistEq + Canny,0.7742483438083914,5887,41241
mixed,dark,dark_heavy,Adaptive Thresh,0.5060302361134703,5887,226458
mixed,dark,dark_heavy,Ours (ADRR + Canny),0.8821131306268049,5887,6009
mixed,dark,dark_moderate,Canny Only,0.6701206047222694,5887,4243
mixed,dark,dark_moderate,CLAHE + Canny,0.8627484287412944,5887,5602
mixed,dark,dark_moderate,HistEq + Canny,0.7936130456939018,5887,57058
mixed,dark,dark_moderate,Adaptive Thresh,0.5046713096653643,5887,220356
mixed,dark,dark_moderate,Ours (ADRR + Canny),0.9001189060642093,5887,6062
mixed,dark,dark_mild,Canny Only,0.9466621369118396,5887,5814
mixed,dark,dark_mild,CLAHE + Canny,0.9413962969254289,5887,5979
mixed,dark,dark_mild,HistEq + Canny,0.7929335824698488,5887,55653
mixed,dark,dark_mild,Adaptive Thresh,0.5038219806352982,5887,203629
mixed,dark,dark_mild,Ours (ADRR + Canny),0.9113300492610837,5887,6559
mixed,motion_blur,mblur_severe_h,Canny Only,0.23611347035841684,5887,3661
mixed,motion_blur,mblur_severe_h,CLAHE + Canny,0.2060472226940717,5887,4749
mixed,motion_blur,mblur_severe_h,HistEq + Canny,0.1382707660947851,5887,5367
mixed,motion_blur,mblur_severe_h,Adaptive Thresh,0.5984372345846781,5887,219458
mixed,motion_blur,mblur_severe_h,Ours (ADRR + Canny),0.23611347035841684,5887,3661
mixed,motion_blur,mblur_moderate_h,Canny Only,0.3271615423815186,5887,4491
mixed,motion_blur,mblur_moderate_h,CLAHE + Canny,0.32189570239510784,5887,6036
mixed,motion_blur,mblur_moderate_h,HistEq + Canny,0.1656191608629183,5887,4997
mixed,motion_blur,mblur_moderate_h,Adaptive Thresh,0.5304909121793783,5887,217525
mixed,motion_blur,mblur_moderate_h,Ours (ADRR + Canny),0.3271615423815186,5887,4491
mixed,motion_blur,mblur_moderate_d,Canny Only,0.17903855953796502,5887,2861
mixed,motion_blur,mblur_moderate_d,CLAHE + Canny,0.1965347375573297,5887,6408
mixed,motion_blur,mblur_moderate_d,HistEq + Canny,0.044674706981484624,5887,4959
mixed,motion_blur,mblur_moderate_d,Adaptive Thresh,0.43128928146764056,5887,211477
mixed,motion_blur,mblur_moderate_d,Ours (ADRR + Canny),0.17903855953796502,5887,2861
mixed,motion_blur,mblur_mild_v,Canny Only,0.1800577543740445,5887,3841
mixed,motion_blur,mblur_mild_v,CLAHE + Canny,0.1659588924749448,5887,8129
mixed,motion_blur,mblur_mild_v,HistEq + Canny,0.04739255987769662,5887,5170
mixed,motion_blur,mblur_mild_v,Adaptive Thresh,0.3713266519449635,5887,212406
mixed,motion_blur,mblur_mild_v,Ours (ADRR + Canny),0.1800577543740445,5887,3841
mixed,gaussian_blur,gblur_heavy,Canny Only,0.10463733650416171,5887,1700
mixed,gaussian_blur,gblur_heavy,CLAHE + Canny,0.033463563784610156,5887,1808
mixed,gaussian_blur,gblur_heavy,HistEq + Canny,0.0,5887,4514
mixed,gaussian_blur,gblur_heavy,Adaptive Thresh,0.2965856972991337,5887,220660
mixed,gaussian_blur,gblur_heavy,Ours (ADRR + Canny),0.05605571598437235,5887,1622
mixed,gaussian_blur,gblur_mild,Canny Only,0.5036521148292848,5887,4858
mixed,gaussian_blur,gblur_mild,CLAHE + Canny,0.4076779344317989,5887,6055
mixed,gaussian_blur,gblur_mild,HistEq + Canny,0.0,5887,4951
mixed,gaussian_blur,gblur_mild,Adaptive Thresh,0.3895022931883812,5887,222087
mixed,gaussian_blur,gblur_mild,Ours (ADRR + Canny),0.14931204348564633,5887,7403
mixed,combined,combined_dark_blur,Canny Only,0.0,5887,0
mixed,combined,combined_dark_blur,CLAHE + Canny,0.08136572108034652,5887,992
mixed,combined,combined_dark_blur,HistEq + Canny,0.1608629182945473,5887,16496
mixed,combined,combined_dark_blur,Adaptive Thresh,0.7774757941226431,5887,231778
mixed,combined,combined_dark_blur,Ours (ADRR + Canny),0.18889077628673348,5887,4773
mixed,combined,combined_moderate,Canny Only,0.06709699337523356,5887,537
mixed,combined,combined_moderate,CLAHE + Canny,0.1471037880074741,5887,1471
mixed,combined,combined_moderate,HistEq + Canny,0.04722269407168337,5887,5309
mixed,combined,combined_moderate,Adaptive Thresh,0.5960591133004927,5887,228531
mixed,combined,combined_moderate,Ours (ADRR + Canny),0.08646169526074401,5887,5479
